Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,67.54,67.49,67.5,67.56,67.62,,,,,
2,67.55,67.61,67.62,67.56,67.49,,,,,
3,67.51,67.56,67.57,67.62,67.64,,,,,
4,67.6,67.5,67.63,67.52,67.65,,,,,
5,67.65,67.46,67.55,67.55,67.54,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
