Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,57.3,,,,,,,,,
2,56.72,,,,,,,,,
3,56.79,,,,,,,,,
4,57.02,,,,,,,,,
5,57.25,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
