Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,36.8,,,,,,,,,
2,38.57,,,,,,,,,
3,37.13,,,,,,,,,
4,34.98,,,,,,,,,
5,37.27,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
