Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,81.47,81.48,81.37,81.43,81.5,81.7,81.72,81.46,81.54,81.5
2,81.52,81.42,81.59,81.62,81.62,81.5,81.42,81.34,81.58,81.62
3,81.51,81.46,81.52,81.29,81.55,81.55,81.39,81.52,81.61,81.65
4,81.53,81.57,81.58,81.44,81.42,81.39,81.45,81.68,81.52,81.44
5,81.55,81.4,81.57,81.48,81.62,81.67,81.5,81.44,81.51,81.5
6,81.33,81.5,81.38,81.48,81.53,81.57,81.45,81.44,81.49,81.57
7,81.52,81.57,81.45,81.52,81.48,81.44,81.67,81.68,81.46,81.5
8,81.33,81.39,81.44,81.5,81.5,81.35,81.43,81.35,81.57,81.4
9,81.43,81.39,81.57,81.52,81.57,81.45,81.36,81.5,81.44,81.62
10,81.45,81.52,81.46,81.44,81.54,81.54,81.52,81.35,81.53,81.54
