Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,80.07,79.95,80.25,80.22,79.9,79.89,80.11,80.18,79.99,79.99
2,79.72,80.17,79.95,80.01,79.91,80.06,80.05,80.11,80.1,80.06
3,80.11,80.0,79.93,80.05,80.27,80.12,80.21,80.06,80.25,79.95
4,80.0,80.13,80.1,80.23,80.06,80.17,79.95,80.16,80.02,79.91
5,80.02,80.08,80.14,80.19,80.15,79.96,79.95,80.05,80.09,80.06
6,80.47,80.37,80.25,79.95,80.07,80.15,80.09,80.2,80.09,79.9
7,80.01,79.89,80.35,79.98,80.26,80.18,80.15,80.23,80.2,79.88
8,80.21,79.9,79.97,80.1,79.95,80.09,79.87,80.49,80.11,79.92
9,79.95,79.97,79.99,80.12,80.22,79.88,79.84,79.9,80.02,79.91
10,80.27,80.16,80.22,79.85,80.28,80.12,80.39,80.08,80.01,80.47
