Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,81.45,81.27,81.48,81.3,81.19,81.23,81.46,81.15,81.29,81.21
2,81.26,81.18,81.27,81.3,81.44,81.51,81.14,81.2,81.32,81.49
3,81.3,81.27,81.24,81.22,81.27,81.35,81.07,81.27,81.39,81.28
4,81.33,81.43,81.32,81.14,81.33,81.39,81.29,81.11,81.39,81.35
5,81.46,81.52,81.4,81.24,81.14,81.24,81.21,81.22,81.33,81.33
6,81.36,81.25,81.28,81.18,81.24,81.4,81.42,81.3,81.38,81.27
7,81.32,81.11,81.47,81.24,81.24,81.19,81.43,81.34,81.09,81.35
8,81.22,81.39,81.4,81.27,81.14,81.3,81.37,81.33,81.39,81.26
9,81.26,81.44,81.18,81.42,81.3,81.41,81.41,81.26,81.3,81.15
10,81.27,81.38,81.38,81.32,81.27,81.3,81.08,81.34,81.46,81.26
