Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,81.27,81.37,81.23,81.32,81.39,81.18,81.2,81.26,81.24,81.24
2,81.26,81.35,81.27,81.32,81.29,81.23,81.34,81.24,81.38,81.32
3,81.28,81.41,81.34,81.27,81.23,81.21,81.25,81.31,81.42,81.24
4,81.19,81.29,81.32,81.34,81.22,81.28,81.22,81.39,81.28,81.27
5,81.44,81.31,81.3,81.27,81.27,81.3,81.32,81.31,81.45,81.27
6,81.29,81.42,81.35,81.18,81.28,81.24,81.22,81.29,81.29,81.39
7,81.1,81.37,81.09,81.33,81.23,81.39,81.37,81.21,81.37,81.11
8,81.38,81.23,81.24,81.31,81.36,81.21,81.31,81.27,81.24,81.38
9,81.49,81.26,81.28,81.22,81.22,81.33,81.31,81.29,81.26,81.33
10,81.22,81.12,81.27,81.27,81.19,81.38,81.28,81.26,81.23,81.28
