Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,81.5,81.45,81.51,81.44,81.39,81.48,81.43,81.3,81.48,81.46
2,81.31,81.33,81.43,81.37,81.38,81.45,81.39,81.36,81.4,81.43
3,81.4,81.46,81.44,81.48,81.36,81.56,81.41,81.41,81.35,81.52
4,81.24,81.31,81.5,81.3,81.41,81.42,81.41,81.37,81.51,81.48
5,81.58,81.56,81.41,81.39,81.45,81.47,81.42,81.42,81.47,81.55
6,81.39,81.58,81.5,81.38,81.32,81.54,81.4,81.41,81.46,81.36
7,81.42,81.44,81.46,81.62,81.46,81.46,81.41,81.53,81.39,81.51
8,81.49,81.55,81.33,81.38,81.47,81.3,81.35,81.38,81.42,81.37
9,81.51,81.36,81.46,81.53,81.46,81.46,81.5,81.33,81.36,81.44
10,81.55,81.43,81.4,81.61,81.37,81.42,81.36,81.46,81.31,81.44
