Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,68.39,68.41,68.47,68.46,68.38,,,,,
2,68.36,68.33,68.42,68.35,68.33,,,,,
3,68.43,68.4,68.34,68.36,68.41,,,,,
4,68.38,68.38,68.48,68.37,68.41,,,,,
5,68.48,68.41,68.57,68.45,68.43,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
