Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,79.46,78.91,79.37,79.05,79.41,79.47,79.25,79.3,79.39,79.22
2,79.05,79.28,79.4,79.15,79.05,79.54,79.19,79.15,79.17,79.53
3,79.37,79.05,79.24,79.21,79.63,79.44,79.04,79.65,79.58,79.04
4,79.45,79.33,79.08,79.34,79.34,79.08,79.3,79.42,79.18,79.58
5,79.13,79.26,79.06,79.17,79.48,79.15,79.1,79.19,79.06,79.29
6,79.24,79.03,79.49,79.49,79.34,79.22,79.21,79.66,79.64,79.27
7,79.17,79.37,79.08,79.11,79.42,79.26,79.39,79.39,79.17,79.21
8,79.56,79.24,79.37,79.4,79.09,79.21,79.05,79.33,79.09,79.42
9,79.24,78.8,79.47,79.27,79.32,79.04,79.19,79.48,79.15,79.09
10,79.47,79.68,79.54,79.21,79.41,79.3,79.35,79.39,79.45,79.43
