Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,64.55,64.49,64.51,64.53,64.53,,,,,
2,64.47,65.08,64.44,65.05,64.45,,,,,
3,64.49,65.06,64.58,64.48,65.1,,,,,
4,65.22,64.47,64.58,65.06,65.13,,,,,
5,64.52,65.17,64.58,64.41,64.52,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
