Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,74.9,,,,,,,,,
2,74.86,,,,,,,,,
3,75.02,,,,,,,,,
4,75.0,,,,,,,,,
5,74.7,,,,,,,,,
6,74.94,,,,,,,,,
7,75.02,,,,,,,,,
8,74.89,,,,,,,,,
9,74.46,,,,,,,,,
10,74.66,,,,,,,,,
