Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,33.84,,,,,,,,,
2,33.83,,,,,,,,,
3,34.19,,,,,,,,,
4,34.64,,,,,,,,,
5,34.07,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
