Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,73.8,,,,,,,,,
2,75.11,,,,,,,,,
3,75.16,,,,,,,,,
4,74.9,,,,,,,,,
5,74.79,,,,,,,,,
6,75.05,,,,,,,,,
7,74.01,,,,,,,,,
8,75.43,,,,,,,,,
9,75.21,,,,,,,,,
10,74.54,,,,,,,,,
