Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,75.74,,,,,,,,,
2,75.68,,,,,,,,,
3,75.79,,,,,,,,,
4,75.83,,,,,,,,,
5,75.8,,,,,,,,,
6,75.78,,,,,,,,,
7,75.8,,,,,,,,,
8,75.78,,,,,,,,,
9,75.76,,,,,,,,,
10,75.74,,,,,,,,,
