Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,66.66,,,,,,,,,
2,66.03,,,,,,,,,
3,65.92,,,,,,,,,
4,66.1,,,,,,,,,
5,67.35,,,,,,,,,
6,66.42,,,,,,,,,
7,66.09,,,,,,,,,
8,66.18,,,,,,,,,
9,66.51,,,,,,,,,
10,65.87,,,,,,,,,
