Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,79.84,79.88,79.74,79.82,79.77,80.06,80.04,79.7,79.97,79.68
2,79.75,80.19,79.9,79.84,79.96,79.93,80.39,80.06,79.82,79.69
3,79.89,79.78,79.63,79.94,79.78,80.2,79.73,79.89,80.05,79.86
4,79.65,80.11,79.82,79.94,79.85,79.81,80.1,79.84,79.91,79.89
5,79.99,79.82,80.12,79.93,79.96,80.04,79.85,80.01,79.61,79.73
6,79.82,79.87,79.94,80.04,79.64,80.09,79.93,80.0,79.81,80.09
7,79.91,80.01,79.85,79.81,79.93,80.01,80.08,79.97,79.78,79.69
8,79.87,79.82,79.99,79.77,79.86,79.87,79.94,79.67,79.86,79.89
9,79.92,79.79,79.97,80.03,79.75,79.86,79.93,79.94,79.78,79.93
10,79.97,80.05,79.9,79.94,79.9,79.88,79.74,79.95,79.94,80.04
