Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,68.94,69.0,69.01,68.99,68.94,,,,,
2,69.04,69.01,69.04,69.0,68.98,,,,,
3,68.98,68.87,69.05,68.98,68.98,,,,,
4,68.97,68.97,69.05,68.99,69.0,,,,,
5,69.02,68.94,68.99,68.94,69.01,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
