Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,75.11,,,,,,,,,
2,74.82,,,,,,,,,
3,74.9,,,,,,,,,
4,74.91,,,,,,,,,
5,74.36,,,,,,,,,
6,74.9,,,,,,,,,
7,74.69,,,,,,,,,
8,74.85,,,,,,,,,
9,74.91,,,,,,,,,
10,74.69,,,,,,,,,
