Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,77.06,77.62,76.79,76.7,77.57,76.8,76.77,77.58,76.69,77.93
2,77.5,76.88,77.49,77.26,76.37,77.51,77.48,77.2,77.33,77.34
3,78.0,76.86,77.53,77.61,76.64,76.81,77.34,76.78,77.2,77.51
4,77.24,76.6,77.09,76.29,76.66,77.65,77.22,76.43,77.83,77.09
5,76.69,76.08,77.23,77.12,76.34,76.71,77.27,77.51,77.88,77.19
6,78.06,76.79,77.58,76.6,77.74,76.98,77.04,76.83,77.57,77.58
7,77.87,76.46,77.66,77.56,77.73,77.63,77.23,77.29,77.71,77.77
8,77.31,76.98,77.7,76.75,77.18,77.11,77.88,77.77,77.51,76.81
9,77.88,77.56,77.2,77.66,77.62,76.53,76.76,76.67,77.01,77.56
10,77.33,77.61,77.84,77.62,77.42,77.51,76.08,77.8,77.18,76.59
