Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,81.87,81.83,81.82,81.93,81.85,81.76,81.81,81.8,81.77,81.86
2,81.79,81.86,81.88,81.74,81.79,81.78,81.89,81.8,81.89,81.91
3,81.92,81.85,81.8,81.81,81.86,81.82,81.83,81.97,81.84,81.79
4,81.85,81.87,81.87,81.9,81.93,81.87,81.87,81.82,81.82,81.85
5,81.83,81.74,81.82,81.77,81.91,81.89,81.96,81.79,81.93,81.95
6,81.8,81.78,81.84,81.83,81.82,81.92,81.84,81.9,81.8,81.92
7,81.74,81.86,81.91,81.88,82.02,82.05,81.82,81.8,81.82,81.8
8,81.86,81.94,81.91,81.89,81.85,81.79,81.81,81.78,81.87,81.74
9,81.77,81.82,81.78,81.89,81.8,81.86,81.85,81.92,82.02,81.81
10,81.9,81.77,81.82,81.88,81.89,81.76,81.84,81.81,81.81,81.69
