Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,60.22,,,,,,,,,
2,59.77,,,,,,,,,
3,59.85,,,,,,,,,
4,59.91,,,,,,,,,
5,59.82,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
