Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,81.44,81.52,81.59,81.59,81.44,81.33,81.59,81.41,81.32,81.52
2,81.52,81.54,81.34,81.4,81.53,81.6,81.37,81.6,81.51,81.58
3,81.54,81.53,81.46,81.42,81.42,81.57,81.67,81.44,81.38,81.5
4,81.28,81.43,81.65,81.69,81.35,81.47,81.53,81.64,81.39,81.61
5,81.75,81.39,81.54,81.39,81.37,81.42,81.44,81.45,81.43,81.45
6,81.47,81.39,81.48,81.52,81.43,81.41,81.45,81.48,81.52,81.39
7,81.36,81.58,81.34,81.33,81.37,81.39,81.44,81.46,81.61,81.55
8,81.56,81.51,81.58,81.59,81.45,81.29,81.37,81.5,81.47,81.4
9,81.44,81.51,81.5,81.46,81.58,81.34,81.45,81.46,81.53,81.52
10,81.46,81.42,81.44,81.5,81.44,81.45,81.45,81.5,81.46,81.43
