Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,81.16,81.0,81.21,80.94,81.2,81.09,81.13,80.94,80.97,81.12
2,81.03,81.25,81.09,81.18,81.08,80.92,81.25,81.06,81.24,81.07
3,81.18,81.12,81.12,81.12,81.11,81.1,81.17,81.01,81.16,81.18
4,81.08,81.01,81.17,81.09,81.11,80.93,80.98,81.06,81.06,81.05
5,81.21,81.28,81.07,81.09,81.01,81.11,81.12,81.0,81.01,81.03
6,81.27,81.05,81.08,81.18,81.01,81.24,81.17,81.1,81.27,81.04
7,81.28,81.02,81.22,81.1,80.99,81.06,80.96,81.11,81.03,81.26
8,81.12,80.99,81.08,80.92,81.08,81.21,81.23,80.82,81.05,81.18
9,80.98,80.86,81.0,81.13,81.01,81.11,81.16,81.12,81.05,81.07
10,81.24,81.03,81.15,81.16,80.96,80.92,81.02,80.88,81.03,80.94
