Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,68.05,67.89,67.96,67.99,67.86,,,,,
2,68.0,68.04,67.98,67.95,67.9,,,,,
3,67.93,67.9,67.98,68.0,67.92,,,,,
4,67.87,68.17,67.86,67.95,68.0,,,,,
5,67.97,68.0,68.04,67.86,68.03,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
