Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,80.21,80.36,80.3,80.32,80.51,80.42,80.23,80.29,80.4,80.38
2,80.34,80.36,80.4,80.46,80.38,80.23,80.24,80.31,80.35,80.34
3,80.25,80.11,80.33,80.26,80.26,80.17,80.34,80.18,80.31,80.54
4,80.32,80.27,80.25,80.28,80.29,80.23,80.25,80.22,80.36,80.33
5,80.4,80.24,80.28,80.22,80.47,80.25,80.27,80.4,80.32,80.31
6,80.02,80.52,80.23,80.27,80.09,80.43,80.09,80.19,80.32,80.32
7,80.47,80.33,80.17,80.33,80.32,80.09,80.31,80.29,80.29,80.22
8,80.1,80.19,80.41,80.46,80.4,80.33,80.22,80.41,80.28,80.24
9,80.2,80.27,80.29,80.2,80.2,80.24,80.49,80.49,80.38,80.13
10,80.32,80.32,80.29,80.38,80.23,80.24,80.35,80.25,80.44,80.32
