Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,80.54,80.47,80.61,80.51,80.7,80.46,80.51,80.51,80.47,80.43
2,80.47,80.77,80.7,80.66,80.68,80.64,80.72,80.67,80.42,80.36
3,80.75,80.47,80.41,80.42,80.44,80.55,80.53,80.63,80.71,80.61
4,80.48,80.55,80.66,80.53,80.58,80.42,80.57,80.4,80.45,80.53
5,80.51,80.62,80.45,80.76,80.42,80.38,80.46,80.66,80.71,80.51
6,80.58,80.8,80.56,80.51,80.44,80.57,80.59,80.56,80.59,80.75
7,80.32,80.61,80.46,80.59,80.82,80.51,80.48,80.66,80.51,80.3
8,80.72,80.65,80.71,80.42,80.66,80.59,80.67,80.56,80.68,80.42
9,80.49,80.59,80.48,80.49,80.57,80.27,80.72,80.62,80.41,80.56
10,80.42,80.56,80.4,80.66,80.49,80.71,80.5,80.38,80.45,80.5
