Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,80.19,79.94,79.99,79.77,80.02,79.87,79.94,79.74,79.73,79.97
2,79.88,79.83,79.91,79.61,79.93,79.95,80.01,80.11,80.03,80.16
3,79.84,80.16,80.21,80.14,80.13,80.16,79.71,79.89,79.97,79.96
4,80.33,79.97,80.21,79.86,79.8,79.86,79.82,79.95,79.94,80.01
5,79.84,79.96,80.01,79.99,80.13,79.89,79.88,79.91,79.86,80.08
6,80.04,79.82,79.94,79.99,79.93,80.25,80.06,79.8,79.99,79.95
7,79.92,80.13,80.23,79.84,79.94,79.99,80.04,80.15,79.97,80.15
8,80.03,79.93,79.86,80.06,80.19,79.8,79.81,79.96,80.03,79.9
9,80.32,79.89,79.88,80.08,80.14,79.81,80.3,80.03,80.22,79.78
10,79.92,80.01,79.89,79.95,80.14,80.2,80.1,79.66,80.03,80.34
