Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,66.12,66.54,66.47,66.37,66.02,,,,,
2,66.46,66.56,66.33,66.18,66.03,,,,,
3,66.43,66.42,66.37,66.32,66.31,,,,,
4,66.45,66.25,66.47,66.2,66.35,,,,,
5,66.6,66.43,66.31,66.53,66.26,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
