Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,81.07,80.97,80.94,80.8,80.92,81.09,81.0,81.0,80.94,81.09
2,80.83,81.17,80.89,80.89,80.82,80.83,80.9,81.03,80.98,80.87
3,80.99,81.0,80.94,81.14,80.95,81.1,81.13,80.94,80.94,81.14
4,81.09,81.12,81.12,80.92,80.81,80.91,81.05,80.88,81.11,80.79
5,80.77,80.95,81.08,80.79,81.05,80.82,81.06,80.96,80.93,80.76
6,80.99,81.02,81.04,80.92,81.03,80.91,80.79,80.97,80.91,81.14
7,80.79,80.9,80.93,80.96,80.75,80.96,80.84,81.01,80.87,80.97
8,80.99,80.88,81.22,81.04,80.97,80.93,80.94,80.77,81.15,80.83
9,80.9,80.96,80.91,80.89,81.01,81.05,80.9,81.01,81.14,80.81
10,81.14,80.92,81.09,80.83,80.74,81.06,80.91,80.87,81.07,80.94
