Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,81.69,81.76,81.71,81.79,81.72,81.89,81.62,81.86,81.69,81.76
2,81.74,81.63,81.74,81.78,81.73,81.78,81.64,81.91,81.66,81.78
3,81.85,81.73,81.73,81.81,81.85,81.78,81.86,81.71,81.78,81.76
4,81.79,81.65,81.88,81.73,81.69,81.75,81.74,81.85,81.82,81.72
5,81.7,81.76,81.68,81.78,81.72,81.75,81.67,81.81,81.88,81.65
6,81.74,81.74,81.86,81.83,81.68,81.91,81.78,81.74,81.77,81.91
7,81.79,81.88,81.72,81.76,81.79,81.77,81.76,81.79,81.65,81.74
8,81.79,81.87,81.83,81.67,81.72,81.74,81.77,81.74,81.75,81.9
9,81.77,81.83,81.74,81.88,81.82,81.75,81.83,81.7,81.91,81.81
10,81.84,81.71,81.74,81.78,81.82,81.81,81.88,81.8,81.67,81.88
