Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,77.01,76.82,76.65,77.15,77.22,77.13,76.61,76.77,76.98,76.48
2,76.6,77.27,76.85,76.88,76.94,77.26,76.71,76.56,77.1,77.21
3,76.82,76.82,77.09,76.98,76.69,77.19,76.6,76.77,77.03,76.79
4,77.24,76.73,76.69,76.52,76.86,76.57,77.01,77.18,76.16,77.07
5,77.02,76.83,76.73,77.09,77.11,76.92,77.08,77.39,76.71,77.07
6,76.72,77.14,76.84,76.81,76.75,76.84,76.62,76.74,76.77,76.62
7,76.7,76.96,76.67,77.01,76.73,77.05,76.8,76.76,76.51,76.54
8,76.46,76.45,76.71,76.87,76.49,76.57,76.48,76.95,76.95,76.89
9,76.74,76.82,76.69,76.99,76.69,76.86,76.87,76.92,76.59,76.6
10,77.08,76.8,76.66,77.18,76.9,76.42,77.03,76.79,76.8,76.73
