Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,81.75,81.66,81.78,81.73,81.72,81.7,81.72,81.51,81.63,81.6
2,81.6,81.79,81.63,81.55,81.64,81.68,81.65,81.6,81.74,81.54
3,81.6,81.69,81.54,81.65,81.7,81.7,81.7,81.61,81.54,81.57
4,81.59,81.68,81.66,81.59,81.7,81.51,81.6,81.64,81.67,81.59
5,81.61,81.68,81.53,81.76,81.63,81.66,81.68,81.61,81.59,81.61
6,81.7,81.63,81.76,81.45,81.69,81.71,81.59,81.76,81.8,81.7
7,81.76,81.61,81.78,81.74,81.6,81.76,81.68,81.73,81.7,81.74
8,81.57,81.56,81.78,81.68,81.63,81.66,81.66,81.59,81.72,81.56
9,81.55,81.58,81.68,81.7,81.72,81.71,81.71,81.58,81.61,81.67
10,81.81,81.53,81.53,81.85,81.74,81.65,81.72,81.62,81.54,81.5
