Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,72.91,72.63,72.68,72.82,72.73,,,,,
2,72.53,72.9,72.58,72.73,72.68,,,,,
3,72.57,72.69,72.61,72.53,72.71,,,,,
4,72.68,72.72,72.62,72.66,72.58,,,,,
5,72.77,72.69,72.58,72.73,72.89,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
