Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,61.44,,,,,,,,,
2,61.57,,,,,,,,,
3,61.4,,,,,,,,,
4,61.53,,,,,,,,,
5,61.39,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
