Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,61.47,,,,,,,,,
2,61.49,,,,,,,,,
3,61.61,,,,,,,,,
4,61.49,,,,,,,,,
5,61.57,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
