Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,81.52,81.44,81.46,81.35,81.57,81.37,81.48,81.42,81.42,81.38
2,81.37,81.48,81.46,81.48,81.53,81.5,81.43,81.44,81.39,81.42
3,81.32,81.4,81.6,81.29,81.33,81.43,81.37,81.34,81.35,81.62
4,81.21,81.48,81.3,81.41,81.48,81.44,81.41,81.41,81.4,81.33
5,81.48,81.44,81.46,81.35,81.54,81.53,81.53,81.37,81.46,81.29
6,81.43,81.44,81.43,81.47,81.42,81.4,81.5,81.32,81.53,81.37
7,81.45,81.52,81.49,81.62,81.43,81.48,81.24,81.37,81.42,81.39
8,81.58,81.31,81.64,81.46,81.63,81.36,81.3,81.38,81.43,81.41
9,81.46,81.39,81.4,81.45,81.57,81.41,81.48,81.45,81.41,81.32
10,81.4,81.43,81.5,81.38,81.44,81.33,81.3,81.63,81.43,81.38
