Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,81.05,80.92,81.02,81.01,80.92,80.96,80.94,80.98,80.95,81.2
2,80.86,80.97,81.1,80.77,80.98,80.98,80.69,80.9,81.04,81.1
3,80.96,80.93,80.83,81.17,80.85,81.03,80.85,80.84,80.92,80.98
4,80.75,80.95,80.82,81.03,80.96,80.83,80.91,80.82,80.88,81.0
5,80.86,81.01,80.68,81.06,80.9,80.93,81.01,80.96,80.97,80.78
6,80.91,80.8,80.9,81.01,80.7,80.98,80.96,80.98,81.07,80.87
7,81.01,80.85,80.98,81.05,81.07,80.79,80.9,81.07,80.84,80.94
8,80.75,81.06,81.13,80.86,80.98,80.9,80.8,81.09,81.06,80.88
9,81.01,81.01,80.9,81.1,81.0,80.73,81.13,80.85,80.97,80.91
10,80.94,80.88,80.91,81.05,80.86,80.84,80.88,80.9,81.04,80.81
