Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,69.09,69.08,69.0,69.05,69.05,,,,,
2,69.07,69.08,69.1,69.06,69.07,,,,,
3,69.04,69.01,69.06,69.09,69.05,,,,,
4,69.05,69.03,69.08,69.09,69.09,,,,,
5,69.06,69.09,69.15,69.1,68.99,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
