Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,80.98,81.08,81.1,81.14,81.1,81.28,81.14,81.22,81.12,81.15
2,81.12,81.34,81.07,81.12,81.17,81.11,81.01,80.94,81.14,81.13
3,81.21,81.05,80.93,81.0,80.98,81.22,81.06,81.37,81.14,81.11
4,81.31,81.13,81.18,81.16,81.05,81.07,81.09,81.19,81.03,81.05
5,81.12,81.19,81.14,81.08,81.21,80.97,81.13,80.84,81.17,81.17
6,81.34,81.23,81.1,81.12,81.16,81.1,81.18,81.03,81.13,81.2
7,81.16,81.1,81.09,81.06,81.14,81.01,81.05,81.04,81.13,80.99
8,81.13,80.99,81.18,81.11,81.05,81.08,81.3,81.2,81.17,81.01
9,81.24,81.14,81.17,81.01,80.98,81.07,81.04,81.01,81.07,81.09
10,81.04,80.98,81.07,81.15,81.22,81.12,81.0,81.23,80.96,81.11
