Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,80.69,80.48,80.55,80.63,80.78,80.73,80.59,80.81,80.77,80.74
2,80.53,80.77,80.7,80.64,80.6,80.68,80.74,80.7,80.6,80.87
3,80.56,80.53,80.69,80.37,80.68,80.57,80.37,80.68,80.69,80.64
4,80.6,80.49,80.8,80.4,80.68,80.67,80.69,80.69,80.49,80.6
5,80.59,80.6,80.65,80.71,80.72,80.66,80.67,80.74,80.69,80.4
6,80.37,80.77,80.6,80.57,80.63,80.48,80.67,80.71,80.41,80.36
7,80.51,80.64,80.55,80.6,80.75,80.82,80.6,80.6,80.54,80.56
8,80.56,80.61,80.31,80.6,80.73,80.54,80.77,80.53,80.71,80.64
9,80.68,80.53,80.51,80.94,80.9,80.47,80.66,80.6,80.62,80.56
10,80.78,80.48,80.83,80.85,80.63,80.56,80.64,80.62,80.55,80.76
