Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,79.05,79.23,79.03,79.24,79.3,79.41,78.84,78.82,79.19,79.34
2,78.96,78.99,79.08,79.13,79.54,79.34,79.04,79.3,78.89,78.96
3,79.26,79.05,79.43,79.06,78.93,79.06,79.2,78.97,79.13,79.22
4,79.03,79.09,78.8,79.02,79.3,79.33,79.0,79.42,78.93,79.06
5,79.01,78.88,79.08,79.71,79.24,79.04,79.19,79.17,79.13,79.0
6,79.07,78.99,79.36,79.1,79.24,79.13,79.04,79.03,78.81,79.21
7,78.79,79.25,79.16,79.14,79.0,78.77,79.26,79.01,79.19,78.98
8,79.1,78.82,79.25,78.96,79.23,78.74,79.21,79.13,79.28,79.01
9,79.03,79.02,79.09,79.21,79.14,78.81,79.21,78.98,79.29,79.32
10,78.9,78.91,78.75,79.13,79.44,79.38,79.17,79.1,79.39,79.15
