Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,69.25,69.28,69.3,69.28,69.22,,,,,
2,69.27,69.27,69.27,69.23,69.25,,,,,
3,69.2,69.21,69.28,69.22,69.24,,,,,
4,69.22,69.26,69.27,69.26,69.29,,,,,
5,69.28,69.24,69.22,69.22,69.32,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
