Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,81.72,81.63,81.67,81.57,81.73,81.66,81.63,81.67,81.64,81.82
2,81.69,81.73,81.59,81.65,81.58,81.57,81.77,81.64,81.72,81.62
3,81.65,81.67,81.62,81.62,81.62,81.62,81.52,81.65,81.68,81.63
4,81.63,81.59,81.72,81.65,81.75,81.64,81.63,81.67,81.62,81.61
5,81.67,81.53,81.67,81.68,81.62,81.67,81.6,81.61,81.65,81.67
6,81.6,81.52,81.65,81.72,81.63,81.56,81.65,81.77,81.72,81.61
7,81.61,81.63,81.71,81.73,81.68,81.67,81.69,81.65,81.65,81.63
8,81.71,81.65,81.65,81.63,81.61,81.63,81.67,81.73,81.66,81.69
9,81.63,81.72,81.63,81.65,81.69,81.68,81.59,81.6,81.58,81.78
10,81.63,81.67,81.7,81.7,81.71,81.72,81.65,81.57,81.52,81.67
