Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,69.31,69.25,69.33,69.34,69.29,,,,,
2,69.31,,,,,,,,,
3,,,,,,,,,,
4,,,,,,,,,,
5,,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
