Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,81.12,81.15,81.42,81.19,81.14,81.13,81.33,81.12,81.37,81.27
2,81.18,81.16,81.46,81.22,81.27,81.39,81.31,81.29,81.2,81.48
3,81.36,81.31,81.15,81.24,81.37,81.33,81.39,81.31,81.27,81.22
4,81.19,81.19,81.35,81.07,81.31,81.08,81.25,81.15,81.23,81.24
5,81.35,81.3,81.21,81.37,81.24,81.11,81.26,81.29,81.37,81.11
6,81.3,81.17,81.15,81.21,81.45,81.26,81.22,81.37,81.24,81.26
7,81.34,81.21,81.09,81.26,81.46,81.38,81.24,81.27,81.32,81.09
8,81.25,81.24,81.21,81.22,81.09,81.1,81.29,81.35,81.24,81.37
9,81.38,81.24,81.28,81.32,81.33,81.35,81.32,81.25,81.33,81.18
10,81.24,81.22,81.23,81.23,81.14,81.23,81.29,81.45,81.34,81.43
