Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,77.63,77.0,77.29,77.68,76.98,77.45,77.03,76.92,77.37,77.15
2,77.32,76.79,77.38,77.6,77.12,77.39,77.16,77.54,77.02,77.39
3,77.16,77.32,77.52,77.12,77.3,76.78,77.73,76.84,77.41,76.75
4,77.27,77.81,77.58,77.1,77.24,76.66,77.51,77.11,76.92,76.76
5,77.34,77.14,76.91,76.79,76.72,76.6,76.87,77.03,76.83,77.03
6,77.27,76.72,77.61,77.21,77.06,77.06,76.86,76.9,76.92,76.75
7,76.69,76.69,76.65,77.36,77.31,77.27,77.1,77.62,76.73,77.38
8,77.57,76.85,77.85,76.95,77.31,77.54,77.37,77.34,76.95,77.26
9,77.29,77.17,77.16,77.19,77.46,77.46,76.8,77.28,77.27,77.49
10,77.48,77.12,77.1,77.19,77.37,76.75,77.04,77.03,77.81,76.71
