Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,64.1,,,,,,,,,
2,64.3,,,,,,,,,
3,64.66,,,,,,,,,
4,65.14,,,,,,,,,
5,63.28,,,,,,,,,
6,64.99,,,,,,,,,
7,63.46,,,,,,,,,
8,64.42,,,,,,,,,
9,65.05,,,,,,,,,
10,64.58,,,,,,,,,
