Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,80.44,80.36,80.56,80.6,80.32,80.66,80.45,80.49,80.44,80.49
2,80.54,80.44,80.36,80.64,80.4,80.78,80.24,80.23,80.31,80.34
3,80.63,80.44,80.3,80.37,80.67,80.28,80.43,80.24,80.4,80.76
4,80.6,80.32,80.29,80.75,80.41,80.73,80.32,80.45,80.2,80.5
5,80.55,80.46,80.33,80.53,80.38,80.53,80.63,80.49,80.35,80.49
6,80.71,80.72,80.47,80.61,80.38,80.32,80.44,80.45,80.47,80.11
7,80.49,80.3,80.25,80.71,80.31,80.6,80.46,80.16,80.51,80.49
8,80.32,80.55,80.37,80.32,80.32,80.79,80.53,80.59,80.38,80.54
9,80.7,80.69,80.41,80.4,80.46,80.62,80.42,80.49,80.5,80.45
10,80.27,80.58,80.42,80.46,80.41,80.67,80.61,80.64,80.47,80.49
