Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,68.39,68.22,68.51,68.21,68.35,,,,,
2,68.37,68.37,68.3,68.36,68.38,,,,,
3,68.28,68.33,68.38,68.36,68.4,,,,,
4,68.32,68.41,68.15,68.35,68.34,,,,,
5,68.25,68.32,68.29,68.27,68.46,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
