Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,81.18,81.44,81.32,81.3,81.45,81.27,81.33,81.21,81.23,81.4
2,81.17,81.34,81.39,81.18,81.29,81.39,81.28,81.26,81.19,81.37
3,81.35,81.3,81.21,81.37,81.17,81.39,81.38,81.39,81.22,81.26
4,81.23,81.31,81.39,81.38,81.09,81.4,81.32,81.16,81.44,81.3
5,81.26,81.35,81.27,81.41,81.33,81.1,81.22,81.25,81.39,81.3
6,81.27,81.42,81.2,81.22,81.28,81.39,81.42,81.17,81.36,81.33
7,81.24,81.35,81.23,81.11,81.25,81.31,81.31,81.22,81.37,81.07
8,81.31,81.39,81.33,81.33,81.34,81.27,81.0,81.35,81.53,81.09
9,81.26,81.34,81.12,81.23,81.4,81.37,81.39,81.4,81.47,81.41
10,81.35,81.29,81.38,81.44,81.22,81.27,81.21,81.4,81.19,81.22
