Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,78.9,78.93,78.87,78.74,79.28,79.09,79.02,79.16,78.58,78.98
2,79.19,78.93,79.29,79.04,79.06,79.04,78.64,79.0,79.28,78.82
3,78.88,79.02,78.67,79.0,79.03,79.48,78.85,78.97,78.63,78.85
4,78.78,78.98,78.83,78.76,78.73,79.05,79.31,79.15,79.04,78.69
5,78.43,79.04,78.96,78.75,78.93,78.96,78.76,78.92,78.83,78.93
6,79.07,78.88,79.3,78.83,78.76,78.67,78.96,79.02,78.85,78.91
7,79.17,79.03,78.72,79.32,78.93,78.86,79.12,78.84,78.76,78.98
8,78.96,78.95,78.95,79.0,79.11,78.98,79.06,79.06,79.09,79.08
9,79.1,78.85,78.9,78.91,78.91,79.02,79.03,79.11,78.57,78.7
10,78.91,79.41,79.01,78.85,78.89,78.57,79.29,78.91,78.96,78.99
