Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,50.62,,,,,,,,,
2,50.45,,,,,,,,,
3,50.24,,,,,,,,,
4,49.95,,,,,,,,,
5,50.0,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
