Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,80.95,81.1,81.19,80.96,81.12,81.05,81.13,81.25,81.07,80.97
2,81.11,81.22,81.02,81.06,81.2,81.07,81.09,81.14,81.08,80.96
3,81.18,80.96,81.26,80.99,81.21,81.14,81.15,81.33,81.09,81.19
4,80.98,81.23,81.07,81.04,81.06,80.89,81.03,81.0,81.09,81.22
5,81.05,81.18,81.14,81.08,81.09,81.2,81.19,81.22,81.3,81.01
6,81.07,81.19,81.13,81.01,81.01,81.01,81.18,81.09,81.13,81.14
7,81.11,81.14,81.21,81.15,81.06,81.2,81.21,81.02,80.96,81.19
8,80.96,80.95,81.09,81.2,81.14,81.32,81.11,80.92,81.18,81.16
9,81.15,81.1,80.96,81.0,81.33,81.06,81.14,81.09,81.12,81.02
10,80.9,81.13,81.06,81.17,81.06,81.16,81.18,81.16,81.12,80.92
