Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,64.3,64.3,64.27,64.32,64.24,,,,,
2,64.32,64.2,64.85,64.23,64.28,,,,,
3,64.31,64.22,64.25,64.22,64.2,,,,,
4,64.23,64.33,64.36,64.31,65.14,,,,,
5,64.12,64.89,64.25,64.3,64.23,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
