Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,80.36,80.67,80.51,80.16,80.51,80.38,80.55,80.33,80.42,80.42
2,80.32,80.66,80.38,80.36,80.36,80.1,80.55,80.48,80.29,80.42
3,80.4,80.24,80.21,80.4,80.53,80.25,80.36,80.44,80.32,80.45
4,80.53,80.35,80.4,80.51,80.39,80.53,80.49,80.12,80.33,80.44
5,80.49,80.47,80.42,80.5,80.43,80.49,80.58,80.53,80.57,80.81
6,80.53,80.44,80.36,80.59,80.32,80.44,80.53,80.3,80.5,80.21
7,80.34,80.53,80.42,80.35,80.42,80.53,80.47,80.49,80.76,80.57
8,80.35,80.29,80.26,80.75,80.61,80.43,80.36,80.42,80.33,80.46
9,80.33,80.38,80.3,80.31,80.46,80.4,80.38,80.52,80.59,80.52
10,80.55,80.51,80.41,80.25,80.47,80.42,80.48,80.43,80.62,80.51
