Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,73.56,,,,,,,,,
2,72.68,,,,,,,,,
3,72.75,,,,,,,,,
4,72.67,,,,,,,,,
5,72.8,,,,,,,,,
6,73.22,,,,,,,,,
7,73.41,,,,,,,,,
8,72.93,,,,,,,,,
9,71.88,,,,,,,,,
10,72.92,,,,,,,,,
