Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,69.57,69.81,69.91,69.72,69.69,,,,,
2,69.59,69.7,69.7,69.7,69.77,,,,,
3,69.63,69.48,69.84,69.96,69.95,,,,,
4,69.36,69.7,69.77,69.82,69.95,,,,,
5,70.08,69.94,69.84,69.85,69.89,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
