Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,52.73,,,,,,,,,
2,51.3,,,,,,,,,
3,51.76,,,,,,,,,
4,51.96,,,,,,,,,
5,52.17,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
