Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,69.5,69.57,69.53,69.55,69.52,,,,,
2,69.6,69.72,69.57,69.73,69.57,,,,,
3,69.59,69.64,69.53,69.64,69.59,,,,,
4,69.54,69.53,69.63,69.63,69.57,,,,,
5,69.69,69.73,69.62,69.57,69.72,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
