Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,55.15,,,,,,,,,
2,58.77,,,,,,,,,
3,60.31,,,,,,,,,
4,56.95,,,,,,,,,
5,52.9,,,,,,,,,
6,55.56,,,,,,,,,
7,59.21,,,,,,,,,
8,54.93,,,,,,,,,
9,53.87,,,,,,,,,
10,51.73,,,,,,,,,
