Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,79.74,79.62,79.87,79.63,80.0,79.68,79.8,79.41,79.8,79.5
2,79.89,79.82,79.84,79.86,79.82,79.63,79.87,79.98,79.78,79.81
3,79.67,79.75,79.8,79.57,79.73,79.53,79.93,79.68,79.88,79.6
4,79.88,79.8,79.7,79.53,79.67,79.78,79.78,79.91,79.99,79.85
5,79.74,79.75,79.93,79.67,79.65,79.76,79.99,79.98,79.58,79.74
6,79.57,79.86,79.9,79.59,79.73,80.06,79.84,79.69,79.91,79.75
7,79.44,79.78,79.6,79.78,79.71,79.84,79.77,79.62,79.89,79.77
8,79.6,79.55,79.75,79.82,79.93,79.54,79.84,79.8,79.85,79.56
9,79.58,79.45,79.75,79.97,79.69,79.8,79.66,79.73,79.72,79.69
10,79.8,79.71,79.88,79.8,79.62,79.69,80.0,79.54,79.55,79.67
