Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,80.46,80.11,80.18,80.47,80.39,80.35,80.54,80.49,80.16,80.42
2,80.34,80.23,80.6,80.42,80.19,80.43,80.36,80.36,80.35,80.34
3,80.59,80.62,80.13,80.38,80.28,80.22,80.51,80.17,80.21,80.24
4,80.36,80.64,80.48,80.32,80.34,80.54,80.14,80.47,80.27,80.3
5,79.95,80.34,80.54,80.28,80.49,80.19,80.2,80.3,80.3,80.54
6,80.29,80.35,80.55,80.25,80.2,80.59,80.53,80.55,80.41,80.5
7,80.16,80.23,80.46,80.6,80.37,80.27,80.26,80.31,80.37,80.21
8,80.3,80.66,80.38,80.21,80.3,80.27,80.38,80.27,80.23,80.38
9,80.32,80.24,80.6,80.35,80.38,80.29,80.35,80.17,79.91,80.18
10,80.56,80.38,80.62,80.2,80.66,80.27,80.26,80.25,80.47,80.57
