Run Time / SSI Loop,1,2,3,4,5,6,7,8,9,10
1,80.44,80.6,80.66,80.56,80.62,80.44,80.81,80.54,80.85,80.75
2,80.64,80.62,80.49,80.83,80.51,80.77,80.65,80.64,80.64,80.47
3,80.62,80.42,80.83,80.36,80.62,80.47,80.43,80.76,80.46,80.79
4,80.7,80.66,80.32,80.6,80.63,80.64,80.75,80.4,80.68,80.77
5,80.68,80.38,80.52,80.95,80.79,80.58,80.73,80.42,80.75,80.44
6,80.12,81.05,80.59,80.44,80.73,80.74,80.42,80.41,80.68,80.5
7,80.45,80.41,80.66,80.53,80.43,80.57,80.67,80.62,80.47,80.55
8,80.49,80.68,80.59,80.69,80.58,80.51,80.6,80.61,80.44,80.75
9,80.77,80.34,80.59,80.47,80.42,80.42,80.54,80.53,80.68,80.75
10,80.94,80.75,80.57,80.67,80.5,80.56,80.36,80.53,80.54,80.38
